year,scenario,temp_anomaly_c,precip_anomaly_pct,co2_ppm,heatwave_risk,seasonal_precip_mm,seasonal_cdd,yield_bu_acre
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,127.2
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,154.1
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,167.0
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,148.9
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,128.7
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,135.0
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,129.0
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,145.0
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,71.2
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,136.0
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,134.6
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,131.8
2025,SSP1-2.6,2.144257812500003,-0.02,445.0,0.15,135.27488107793033,20.0,209.9
2024,SSP1-2.6,2.1342724609375043,-0.02,445.0,0.15,228.1857700785622,20.0,182.3
2023,SSP1-2.6,2.124287109375002,-0.02,445.0,0.15,321.09665907919407,20.0,211.7
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,195.8
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,190.1
2020,SSP1-2.6,2.094331054687503,-0.02,445.0,0.15,599.8293260810897,20.0,181.1
2019,SSP1-2.6,1.7712292480468772,-0.02,445.0,0.15,545.8130023477135,20.0,198.3
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,157.9
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,195.4
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,196.0
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,197.5
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,164.6
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,168.8
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,170.6
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,174.6
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,174.0
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,188.1
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,176.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,170.8
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,163.0
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,186.5
2004,SSP1-2.6,-2.148222656249997,-0.02,445.0,0.15,663.0195357254706,20.0,182.9
2003,SSP1-2.6,1.625581054687503,-0.02,445.0,0.15,572.2603899193928,20.0,165.6
2002,SSP1-2.6,0.5182812500000029,-0.02,445.0,0.15,511.0179207287729,20.0,158.5
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,145.3
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,154.2
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,157.6
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,136.1
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,144.0
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,143.2
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,127.2
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,153.5
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,71.9
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,154.7
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,105.6
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,136.2
2024,SSP1-2.6,2.1342724609375043,-0.02,445.0,0.15,228.1857700785622,20.0,195.6
2023,SSP1-2.6,2.124287109375002,-0.02,445.0,0.15,321.09665907919407,20.0,205.7
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,171.8
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,190.9
2019,SSP1-2.6,1.7712292480468772,-0.02,445.0,0.15,545.8130023477135,20.0,217.8
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,213.8
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,193.0
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,209.2
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,203.6
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,187.3
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,188.9
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,110.1
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,164.5
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,184.7
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,201.1
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,191.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,150.8
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,137.1
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,171.8
2004,SSP1-2.6,-2.148222656249997,-0.02,445.0,0.15,663.0195357254706,20.0,185.6
2003,SSP1-2.6,1.625581054687503,-0.02,445.0,0.15,572.2603899193928,20.0,158.7
2002,SSP1-2.6,0.5182812500000029,-0.02,445.0,0.15,511.0179207287729,20.0,163.5
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,138.8
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,119.9
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,163.6
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,159.9
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,128.1
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,138.4
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,118.0
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,148.3
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,96.7
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,144.3
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,124.6
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,115.1
2025,SSP1-2.6,2.144257812500003,-0.02,445.0,0.15,135.27488107793033,20.0,210.2
2024,SSP1-2.6,2.1342724609375043,-0.02,445.0,0.15,228.1857700785622,20.0,203.0
2023,SSP1-2.6,2.124287109375002,-0.02,445.0,0.15,321.09665907919407,20.0,218.1
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,198.2
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,213.9
2020,SSP1-2.6,2.094331054687503,-0.02,445.0,0.15,599.8293260810897,20.0,186.2
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,179.2
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,190.9
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,206.8
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,205.5
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,174.8
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,163.8
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,165.3
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,181.2
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,172.6
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,190.1
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,178.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,167.1
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,166.5
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,183.3
2004,SSP1-2.6,-2.148222656249997,-0.02,445.0,0.15,663.0195357254706,20.0,195.5
2003,SSP1-2.6,1.625581054687503,-0.02,445.0,0.15,572.2603899193928,20.0,168.1
2002,SSP1-2.6,0.5182812500000029,-0.02,445.0,0.15,511.0179207287729,20.0,167.6
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,135.3
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,155.6
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,157.7
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,136.3
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,148.2
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,150.3
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,139.7
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,162.7
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,74.6
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,160.1
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,118.5
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,123.3
2023,SSP1-2.6,2.124287109375002,-0.02,445.0,0.15,321.09665907919407,20.0,211.4
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,196.6
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,220.6
2020,SSP1-2.6,2.094331054687503,-0.02,445.0,0.15,599.8293260810897,20.0,201.8
2019,SSP1-2.6,1.7712292480468772,-0.02,445.0,0.15,545.8130023477135,20.0,192.1
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,211.9
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,220.7
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,212.2
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,201.9
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,187.4
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,194.1
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,143.2
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,177.6
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,196.5
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,201.7
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,195.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,156.9
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,162.9
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,185.3
2004,SSP1-2.6,-2.148222656249997,-0.02,445.0,0.15,663.0195357254706,20.0,187.6
2003,SSP1-2.6,1.625581054687503,-0.02,445.0,0.15,572.2603899193928,20.0,169.7
2002,SSP1-2.6,0.5182812500000029,-0.02,445.0,0.15,511.0179207287729,20.0,165.7
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,160.2
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,150.0
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,172.4
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,162.3
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,140.3
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,146.1
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,128.3
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,159.8
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,103.1
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,145.3
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,123.1
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,123.2
2025,SSP1-2.6,2.144257812500003,-0.02,445.0,0.15,135.27488107793033,20.0,210.8
2024,SSP1-2.6,2.1342724609375043,-0.02,445.0,0.15,228.1857700785622,20.0,209.8
2023,SSP1-2.6,2.124287109375002,-0.02,445.0,0.15,321.09665907919407,20.0,183.1
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,212.4
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,204.5
2020,SSP1-2.6,2.094331054687503,-0.02,445.0,0.15,599.8293260810897,20.0,192.8
2019,SSP1-2.6,1.7712292480468772,-0.02,445.0,0.15,545.8130023477135,20.0,209.5
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,211.3
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,211.4
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,207.3
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,193.3
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,167.7
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,179.2
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,122.0
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,186.7
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,180.5
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,181.8
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,175.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,176.2
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,176.6
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,185.6
2004,SSP1-2.6,-2.148222656249997,-0.02,445.0,0.15,663.0195357254706,20.0,187.9
2003,SSP1-2.6,1.625581054687503,-0.02,445.0,0.15,572.2603899193928,20.0,160.1
2002,SSP1-2.6,0.5182812500000029,-0.02,445.0,0.15,511.0179207287729,20.0,175.1
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,157.9
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,140.9
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,145.9
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,151.9
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,137.7
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,143.2
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,125.1
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,140.0
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,73.9
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,152.3
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,125.6
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,129.5
2025,SSP1-2.6,2.144257812500003,-0.02,445.0,0.15,135.27488107793033,20.0,196.3
2024,SSP1-2.6,2.1342724609375043,-0.02,445.0,0.15,228.1857700785622,20.0,199.7
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,216.9
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,200.0
2020,SSP1-2.6,2.094331054687503,-0.02,445.0,0.15,599.8293260810897,20.0,182.5
2019,SSP1-2.6,1.7712292480468772,-0.02,445.0,0.15,545.8130023477135,20.0,191.8
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,184.4
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,208.9
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,193.6
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,196.9
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,168.3
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,163.1
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,124.8
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,169.3
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,173.0
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,169.8
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,166.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,173.2
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,169.1
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,184.0
2004,SSP1-2.6,-2.148222656249997,-0.02,445.0,0.15,663.0195357254706,20.0,168.2
2003,SSP1-2.6,1.625581054687503,-0.02,445.0,0.15,572.2603899193928,20.0,161.5
2002,SSP1-2.6,0.5182812500000029,-0.02,445.0,0.15,511.0179207287729,20.0,168.5
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,146.8
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,149.4
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,144.1
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,146.4
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,146.0
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,143.7
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,127.1
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,147.6
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,64.8
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,143.7
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,120.0
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,136.8
2025,SSP1-2.6,2.144257812500003,-0.02,445.0,0.15,135.27488107793033,20.0,219.1
2024,SSP1-2.6,2.1342724609375043,-0.02,445.0,0.15,228.1857700785622,20.0,210.1
2023,SSP1-2.6,2.124287109375002,-0.02,445.0,0.15,321.09665907919407,20.0,191.8
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,204.6
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,204.4
2020,SSP1-2.6,2.094331054687503,-0.02,445.0,0.15,599.8293260810897,20.0,187.4
2019,SSP1-2.6,1.7712292480468772,-0.02,445.0,0.15,545.8130023477135,20.0,202.9
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,184.4
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,203.4
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,196.3
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,196.5
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,162.8
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,170.0
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,123.2
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,181.1
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,177.8
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,174.0
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,171.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,170.1
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,165.0
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,184.2
2004,SSP1-2.6,-2.148222656249997,-0.02,445.0,0.15,663.0195357254706,20.0,177.4
2003,SSP1-2.6,1.625581054687503,-0.02,445.0,0.15,572.2603899193928,20.0,153.1
2002,SSP1-2.6,0.5182812500000029,-0.02,445.0,0.15,511.0179207287729,20.0,172.2
2001,SSP1-2.6,0.25586059570307107,-0.02,445.0,0.15,547.2082570195198,20.0,149.1
2000,SSP1-2.6,-2.442534179687497,-0.02,445.0,0.15,460.82776410039514,20.0,142.5
1999,SSP1-2.6,0.1824658203125029,-0.02,445.0,0.15,454.76317908614874,20.0,152.4
1998,SSP1-2.6,-0.3154895019531221,-0.02,445.0,0.15,423.1989247491583,20.0,163.7
1997,SSP1-2.6,0.7003491210937529,-0.02,445.0,0.15,297.1901059267111,20.0,141.4
1996,SSP1-2.6,-2.844664306640622,-0.02,445.0,0.15,424.7205774416216,20.0,141.6
1995,SSP1-2.6,0.2272045898437529,-0.02,445.0,0.15,304.33453005971387,20.0,125.0
1994,SSP1-2.6,-0.027891845703122087,-0.02,445.0,0.15,259.96196219930425,20.0,142.5
1993,SSP1-2.6,-0.5701281738281221,-0.02,445.0,0.15,310.6137459632009,20.0,73.0
1992,SSP1-2.6,-1.203032226562497,-0.02,445.0,0.15,451.8268284620717,20.0,144.3
1991,SSP1-2.6,-2.214171142578122,-0.02,445.0,0.15,136.03903773764614,20.0,124.6
1990,SSP1-2.6,1.397919921875003,-0.02,445.0,0.15,499.64036758756265,20.0,138.7
2025,SSP1-2.6,2.144257812500003,-0.02,445.0,0.15,135.27488107793033,20.0,208.5
2024,SSP1-2.6,2.1342724609375043,-0.02,445.0,0.15,228.1857700785622,20.0,204.9
2023,SSP1-2.6,2.124287109375002,-0.02,445.0,0.15,321.09665907919407,20.0,210.5
2022,SSP1-2.6,2.1143017578125036,-0.02,445.0,0.15,414.00754807982594,20.0,220.1
2021,SSP1-2.6,2.1043164062500015,-0.02,445.0,0.15,506.9184370804578,20.0,198.9
2020,SSP1-2.6,2.094331054687503,-0.02,445.0,0.15,599.8293260810897,20.0,180.1
2019,SSP1-2.6,1.7712292480468772,-0.02,445.0,0.15,545.8130023477135,20.0,202.7
2018,SSP1-2.6,1.4481274414062515,-0.02,445.0,0.15,491.796678614337,20.0,204.3
2017,SSP1-2.6,1.1250256347656276,-0.02,445.0,0.15,437.78035488096066,20.0,206.1
2016,SSP1-2.6,0.8019238281250036,-0.02,445.0,0.15,383.7640311475843,20.0,204.8
2015,SSP1-2.6,0.4788220214843779,-0.02,445.0,0.15,329.747707414208,20.0,200.2
2014,SSP1-2.6,6.336121826171878,-0.02,445.0,0.15,556.7384840687737,20.0,165.8
2013,SSP1-2.6,3.760072021484378,-0.02,445.0,0.15,263.8111313106492,20.0,179.6
2012,SSP1-2.6,-0.3806445312499971,-0.02,445.0,0.15,28.020010291220387,20.0,150.0
2011,SSP1-2.6,1.167115478515628,-0.02,445.0,0.15,497.66324342926964,20.0,189.7
2010,SSP1-2.6,-0.3346850585937471,-0.02,445.0,0.15,284.75485965027474,20.0,168.0
2009,SSP1-2.6,-0.5536486816406221,-0.02,445.0,0.15,278.7967965763528,20.0,167.0
2008,SSP1-2.6,-2.475462646484372,-0.02,445.0,0.15,199.23472977534402,20.0,167.0
2007,SSP1-2.6,-1.426878662109372,-0.02,445.0,0.15,480.67128671100363,20.0,176.6
2006,SSP1-2.6,-1.245573730468747,-0.02,445.0,0.15,464.88723589573056,20.0,177.6
2005,SSP1-2.6,2.012055664062503,-0.02,445.0,0.15,409.4457159284502,20.0,185.2
