year,scenario,temp_anomaly_c,precip_anomaly_pct,co2_ppm,heatwave_risk,seasonal_precip_mm,seasonal_cdd,yield_bu_acre
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,173.6
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,152.7
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,164.1
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,169.6
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,144.4
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,139.6
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,131.3
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,164.8
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,106.0
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,148.3
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,113.5
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,135.4
2019,SSP3-7.0,1.7210461425781265,-0.12,480.0,0.42,351.5908752777614,20.0,189.6
2018,SSP3-7.0,2.4339428710937536,-0.12,480.0,0.42,290.9404949471355,20.0,196.7
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,172.4
2025,SSP3-7.0,3.403321533203071,-0.12,480.0,0.42,144.22399848117493,20.0,187.0
2024,SSP3-7.0,2.9242871093749567,-0.12,480.0,0.42,197.8274499066174,20.0,211.2
2022,SSP3-7.0,1.9662182617187316,-0.12,480.0,0.42,305.0343527575024,20.0,164.2
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,168.7
2019,SSP3-7.0,1.7210461425781265,-0.12,480.0,0.42,351.5908752777614,20.0,176.5
2018,SSP3-7.0,2.4339428710937536,-0.12,480.0,0.42,290.9404949471355,20.0,149.5
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,175.2
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,190.3
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,176.5
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,169.3
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,137.8
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,104.4
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,152.8
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,139.1
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,179.3
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,169.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,160.7
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,164.9
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,159.0
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,182.1
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,131.3
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,154.3
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,127.3
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,131.8
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,139.3
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,142.7
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,120.1
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,119.9
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,85.0
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,151.0
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,76.8
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,140.0
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,126.4
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,115.1
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,173.3
2018,SSP3-7.0,2.4339428710937536,-0.12,480.0,0.42,290.9404949471355,20.0,171.6
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,179.9
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,187.4
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,169.6
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,169.9
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,147.6
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,109.8
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,151.7
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,139.3
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,168.1
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,156.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,153.4
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,145.4
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,157.1
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,169.3
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,122.2
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,132.3
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,120.3
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,140.0
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,128.1
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,137.7
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,119.9
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,125.4
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,87.3
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,148.2
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,79.0
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,135.4
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,133.7
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,119.4
2025,SSP3-7.0,3.403321533203071,-0.12,480.0,0.42,144.22399848117493,20.0,188.4
2024,SSP3-7.0,2.9242871093749567,-0.12,480.0,0.42,197.8274499066174,20.0,217.0
2022,SSP3-7.0,1.9662182617187316,-0.12,480.0,0.42,305.0343527575024,20.0,179.2
2021,SSP3-7.0,1.4871838378906173,-0.12,480.0,0.42,358.6378041829449,20.0,212.4
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,177.5
2019,SSP3-7.0,1.7210461425781265,-0.12,480.0,0.42,351.5908752777614,20.0,200.3
2018,SSP3-7.0,2.4339428710937536,-0.12,480.0,0.42,290.9404949471355,20.0,169.5
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,197.4
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,195.9
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,193.7
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,173.7
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,159.5
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,120.4
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,175.2
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,155.1
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,182.4
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,174.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,157.5
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,170.8
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,168.2
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,192.3
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,133.2
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,135.0
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,126.7
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,132.2
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,135.2
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,144.6
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,120.6
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,129.9
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,108.9
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,145.6
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,72.1
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,148.8
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,131.4
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,123.9
2025,SSP3-7.0,3.403321533203071,-0.12,480.0,0.42,144.22399848117493,20.0,195.8
2024,SSP3-7.0,2.9242871093749567,-0.12,480.0,0.42,197.8274499066174,20.0,231.0
2023,SSP3-7.0,2.4452526855468424,-0.12,480.0,0.42,251.43090133205988,20.0,211.0
2022,SSP3-7.0,1.9662182617187316,-0.12,480.0,0.42,305.0343527575024,20.0,191.6
2021,SSP3-7.0,1.4871838378906173,-0.12,480.0,0.42,358.6378041829449,20.0,206.7
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,194.8
2018,SSP3-7.0,2.4339428710937536,-0.12,480.0,0.42,290.9404949471355,20.0,195.1
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,204.5
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,180.8
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,179.9
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,191.5
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,159.9
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,131.2
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,155.6
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,152.7
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,187.3
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,147.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,150.7
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,146.3
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,161.3
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,188.4
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,132.9
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,96.6
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,143.3
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,139.5
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,133.7
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,133.8
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,136.0
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,136.1
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,110.0
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,143.0
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,79.4
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,155.3
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,128.3
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,115.2
2025,SSP3-7.0,3.403321533203071,-0.12,480.0,0.42,144.22399848117493,20.0,190.4
2024,SSP3-7.0,2.9242871093749567,-0.12,480.0,0.42,197.8274499066174,20.0,210.9
2023,SSP3-7.0,2.4452526855468424,-0.12,480.0,0.42,251.43090133205988,20.0,204.3
2022,SSP3-7.0,1.9662182617187316,-0.12,480.0,0.42,305.0343527575024,20.0,191.1
2021,SSP3-7.0,1.4871838378906173,-0.12,480.0,0.42,358.6378041829449,20.0,209.8
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,182.2
2019,SSP3-7.0,1.7210461425781265,-0.12,480.0,0.42,351.5908752777614,20.0,202.9
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,190.1
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,188.4
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,184.9
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,171.0
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,128.8
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,155.0
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,160.2
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,191.2
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,156.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,147.4
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,159.5
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,163.7
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,184.8
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,131.6
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,110.3
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,132.5
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,135.2
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,128.2
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,123.7
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,135.8
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,133.2
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,105.9
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,147.4
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,75.0
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,156.0
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,131.9
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,120.5
2025,SSP3-7.0,3.403321533203071,-0.12,480.0,0.42,144.22399848117493,20.0,197.6
2024,SSP3-7.0,2.9242871093749567,-0.12,480.0,0.42,197.8274499066174,20.0,215.8
2023,SSP3-7.0,2.4452526855468424,-0.12,480.0,0.42,251.43090133205988,20.0,206.2
2022,SSP3-7.0,1.9662182617187316,-0.12,480.0,0.42,305.0343527575024,20.0,187.8
2021,SSP3-7.0,1.4871838378906173,-0.12,480.0,0.42,358.6378041829449,20.0,204.9
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,184.6
2019,SSP3-7.0,1.7210461425781265,-0.12,480.0,0.42,351.5908752777614,20.0,204.8
2018,SSP3-7.0,2.4339428710937536,-0.12,480.0,0.42,290.9404949471355,20.0,191.5
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,199.1
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,185.5
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,185.2
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,163.1
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,154.0
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,132.0
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,153.2
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,157.0
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,191.2
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,160.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,145.1
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,163.9
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,158.1
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,183.3
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,129.5
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,141.1
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,132.9
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,141.6
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,127.3
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,140.6
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,134.5
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,130.0
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,91.1
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,140.0
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,74.6
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,151.8
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,128.5
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,118.8
2024,SSP3-7.0,2.9242871093749567,-0.12,480.0,0.42,197.8274499066174,20.0,209.1
2023,SSP3-7.0,2.4452526855468424,-0.12,480.0,0.42,251.43090133205988,20.0,206.6
2022,SSP3-7.0,1.9662182617187316,-0.12,480.0,0.42,305.0343527575024,20.0,174.5
2021,SSP3-7.0,1.4871838378906173,-0.12,480.0,0.42,358.6378041829449,20.0,206.9
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,181.6
2019,SSP3-7.0,1.7210461425781265,-0.12,480.0,0.42,351.5908752777614,20.0,191.3
2018,SSP3-7.0,2.4339428710937536,-0.12,480.0,0.42,290.9404949471355,20.0,188.1
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,193.1
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,185.8
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,165.8
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,182.4
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,154.5
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,116.2
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,136.2
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,150.1
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,176.8
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,133.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,139.5
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,152.5
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,164.7
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,179.9
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,126.3
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,100.0
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,133.3
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,136.3
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,123.2
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,126.5
1997,SSP3-7.0,0.7003491210937529,-0.12,480.0,0.42,297.1901059267111,20.0,133.5
1996,SSP3-7.0,-2.844664306640622,-0.12,480.0,0.42,424.7205774416216,20.0,136.6
1995,SSP3-7.0,0.2272045898437529,-0.12,480.0,0.42,304.33453005971387,20.0,89.7
1994,SSP3-7.0,-0.027891845703122087,-0.12,480.0,0.42,259.96196219930425,20.0,135.0
1993,SSP3-7.0,-0.5701281738281221,-0.12,480.0,0.42,310.6137459632009,20.0,76.7
1992,SSP3-7.0,-1.203032226562497,-0.12,480.0,0.42,451.8268284620717,20.0,149.8
1991,SSP3-7.0,-2.214171142578122,-0.12,480.0,0.42,136.03903773764614,20.0,123.3
1990,SSP3-7.0,1.397919921875003,-0.12,480.0,0.42,499.64036758756265,20.0,113.8
2023,SSP3-7.0,2.4452526855468424,-0.12,480.0,0.42,251.43090133205988,20.0,198.5
2022,SSP3-7.0,1.9662182617187316,-0.12,480.0,0.42,305.0343527575024,20.0,195.0
2021,SSP3-7.0,1.4871838378906173,-0.12,480.0,0.42,358.6378041829449,20.0,216.3
2020,SSP3-7.0,1.008149414062503,-0.12,480.0,0.42,412.24125560838735,20.0,176.3
2019,SSP3-7.0,1.7210461425781265,-0.12,480.0,0.42,351.5908752777614,20.0,208.0
2017,SSP3-7.0,3.146839599609377,-0.12,480.0,0.42,230.29011461650956,20.0,195.8
2016,SSP3-7.0,3.8597363281250043,-0.12,480.0,0.42,169.6397342858836,20.0,210.4
2015,SSP3-7.0,4.572633056640628,-0.12,480.0,0.42,108.98935395525768,20.0,204.0
2014,SSP3-7.0,6.336121826171878,-0.12,480.0,0.42,556.7384840687737,20.0,169.1
2013,SSP3-7.0,3.760072021484378,-0.12,480.0,0.42,263.8111313106492,20.0,179.4
2012,SSP3-7.0,-0.3806445312499971,-0.12,480.0,0.42,28.020010291220387,20.0,131.9
2011,SSP3-7.0,1.167115478515628,-0.12,480.0,0.42,497.66324342926964,20.0,170.9
2010,SSP3-7.0,-0.3346850585937471,-0.12,480.0,0.42,284.75485965027474,20.0,164.8
2009,SSP3-7.0,-0.5536486816406221,-0.12,480.0,0.42,278.7967965763528,20.0,192.4
2008,SSP3-7.0,-2.475462646484372,-0.12,480.0,0.42,199.23472977534402,20.0,178.0
2007,SSP3-7.0,-1.426878662109372,-0.12,480.0,0.42,480.67128671100363,20.0,162.4
2006,SSP3-7.0,-1.245573730468747,-0.12,480.0,0.42,464.88723589573056,20.0,171.6
2005,SSP3-7.0,2.012055664062503,-0.12,480.0,0.42,409.4457159284502,20.0,171.1
2004,SSP3-7.0,-2.148222656249997,-0.12,480.0,0.42,663.0195357254706,20.0,189.7
2003,SSP3-7.0,1.625581054687503,-0.12,480.0,0.42,572.2603899193928,20.0,127.0
2002,SSP3-7.0,0.5182812500000029,-0.12,480.0,0.42,511.0179207287729,20.0,140.0
2001,SSP3-7.0,0.25586059570307107,-0.12,480.0,0.42,547.2082570195198,20.0,138.0
2000,SSP3-7.0,-2.442534179687497,-0.12,480.0,0.42,460.82776410039514,20.0,139.1
1999,SSP3-7.0,0.1824658203125029,-0.12,480.0,0.42,454.76317908614874,20.0,139.8
1998,SSP3-7.0,-0.3154895019531221,-0.12,480.0,0.42,423.1989247491583,20.0,139.5
